EFECTOR;ANIO;ESPECIALIDAD;SERVICIO;TOTAL
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2017;Fisiatría;Medicina;5906
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2017;Fisiatría ;Medicina;698
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2017;Clínica Médica;Medicina;134
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2017;Clínica Médica ;Medicina;1152
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2017;Reumatología;Medicina;6115
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2017;Fisiatría ;Medicina;1534
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2017;Reumatología ;Medicina;1014
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2017;Infectología ;Medicina;735
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2017;Neumonología ;Medicina;577
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2017;Subtotal Medicina;Medicina;18021
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2017;Ortopedia;Cirugia;6608
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2017;Cirugía Plástica ;Cirugia;763
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2017;Oftalmología;Cirugia;1128
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2017;Urología ;Cirugia;934
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2017;Subtotal Cirugia;Cirugia;9433
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2017;Pediatría;Pediatria;328
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2017;Subtotal Pediatria;Pediatria;328
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2017;Guardia Del Día;Urgencia;1896
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2017;Subtotal Urgencia;Urgencia;1896
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2017;Total Hospital;Urgencia;29678
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2017;Neumonología;Medicina;9832
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2017;Neumonología ;Medicina;6067
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2017;Miastenia Gravis;Medicina;130
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2017;Miastenia Gravis ;Medicina;758
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2017;Cardiología;Medicina;2490
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2017;Cardiología ;Medicina;335
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2017;Oncología;Medicina;1112
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2017;Enfermedades Pulmonares Intersticiales Difusas ;Medicina;1943
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2017;Cesación Tabáquica;Medicina;190
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2017;Subtotal Medicina;Medicina;22857
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2017;Cirugía Cardiovascular Y Torácica;Cirugia;834
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2017;Subtotal Cirugia;Cirugia;834
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2017;Neumonología;Pediatria;1748
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2017;Neumonología ;Pediatria;1457
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2017;Subtotal Pediatria;Pediatria;3205
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2017;Guardia;Urgencia;17853
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2017;Subtotal Urgencia;Urgencia;17853
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2017;Total Hospital;Urgencia;44749
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;medicina;clinica_medica_vesp;5390
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;medicina;clinica_medica;7480
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;medicina;alergia_e_inmunidad;1095
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;medicina;gastroenterologia;3544
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;medicina;oncologia;5844
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;medicina;nutricion_y_diabetes;1225
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;medicina;nefrologia;1914
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;medicina;alergia_e_inmunidad_vesp;578
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;medicina;gastroenterologia_vesp;1302
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;medicina;neurologia;12576
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;medicina;neurologia_vesp;547
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;medicina;cardiologia;8318
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;medicina;cardiologia_vesp;4675
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;medicina;dermatologia;13422
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;medicina;dermatologia_vesp;4988
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;medicina;endocrinologia;19145
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;medicina;endocrinologia_vesp;3564
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;medicina;hematologia;15762
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;medicina;tisiologia;7439
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;medicina;infectologia;5090
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;cirugia;cirugia_general;4457
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;cirugia;cirugia_general_vesp;570
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;cirugia;patologia_mamaria;1657
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;cirugia;ginecologia;14613
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;cirugia;ginecologia_vesp;864
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;cirugia;urologia;8468
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;cirugia;ortopedia_y_traumatologia;7991
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;cirugia;ortopedia_y_traumatologia_vesp;6944
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;cirugia;oftalmologia;13752
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;cirugia;otorrinolaringologia;6702
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;cirugia;otorrinolaringologia_vesp;629
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;cirugia;proctologia;142
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;pediatria;pediatria;18364
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;pediatria;pediatria_vesp;8748
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;pediatria;neonatologia;3291
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;pediatria;adolescencia;2045
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;tocoginecologia;obstetricia;7998
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;tocoginecologia;obstetricia_vesp;2656
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;urgencia;guardia_del_dia;187102
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;otras_especialidades;area_salud_escolar;12261
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;otras_especialidades;area_salud_comunitaria;2334
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;otras_especialidades;area_epidemiologia;4627
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;otras_especialidades;area_inmunizaciones;18583
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;otras_especialidades;medico_de_cabecera_clinica_medica;6556
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;otras_especialidades;medico_de_cabecera_pediatria;4682
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;otras_especialidades;medico_de_cabecera_tocoginecologia;1925
HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;2019;promocion_y_proteccion;promocion_y_proteccion;40305
HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;2019;NA;adolescencia;139
HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;2019;NA;clinica_medica;1703
HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;2019;NA;guardia;23184
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;clinica_medica;5860
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;clinica_medica_vesp;2870
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;cardiologia;20202
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;cardiologia_vesp;4478
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;dermatologia;8673
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;dermatologia_vesp;3784
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;gastroenterologia;2901
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;gastroenterologia_vesp;478
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;hematologia;4388
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;hematologia_vesp;2044
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;infectologia;35837
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;infectologia_vesp;6498
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;hepatologia;2560
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;endocrinologia;8135
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;endocrinologia_vesp;2938
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;nefrologia;2206
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;nefrologia_vesp;872
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;reumatologia;3244
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;reumatologia_vesp;490
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;neurologia;5315
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;neurologia_vesp;2365
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;adolescencia;4145
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;adolescencia_vesp;2149
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;neumotisiologia;3499
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;neumotisiologia_vesp;1574
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;oncologia_medica;3134
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;cuidados_paliativos;2759
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;alergia;2690
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;cesacion_tabaquica;378
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;medicina;cesacion_tabaquica_vesp;406
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;cirugia;cirugia_general;6759
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;cirugia;cirugia_general_vesp;150
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;cirugia;cirugia_plastica;13171
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;cirugia;ginecologia;11530
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;cirugia;ginecologia_vesp;4782
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;cirugia;urologia;3150
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;cirugia;ortopedia_y_traumatologia;4745
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;cirugia;ortopedia_y_traumatologia_vesp;2337
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;cirugia;columna_vertebral;1498
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;cirugia;oftalmologia;2833
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;cirugia;oftalomologia_vesp;1174
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;cirugia;otorrinolaringologia;2451
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;cirugia;otorrinolaringologia_vesp;804
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;cirugia;neurocirugia;965
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;cirugia;vascular_periferico;948
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;cirugia;cicatrizacion_y_cuidado_de_heridas_cronicas_gt;1055
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;cirugia;cirugia_cardiovascular;1835
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;cirugia;transplante_renal;2398
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;cirugia;transplante_renal_vesp;419
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;cirugia;transplante_cardiaco;1603
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;cirugia;transplante_hepatico;2613
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;pediatria;pediatria;7638
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;pediatria;pediatria_vesp;3607
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;pediatria;neonatologia;4576
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;tocoginecologia;obstetricia;5048
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;tocoginecologia;obstetricia_vesp;2752
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;urgencia;guardia_del_dia;278998
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2019;promocion_y_proteccion;promocion_y_proteccion;11059
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;cardiologia;200
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;clinica_medica;1607
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;neurologia;1446
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_10;30
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_21;12
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;infecciosas;602
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_e1;167
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_2;20
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_3;62
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_8;24
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_11;18
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_18;12
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_tcp1;168
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_12;42
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_31b;178
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_27;26
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_e3;96
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_29;11
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_9;89
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;cirugia;cirugia;360
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;cirugia;urologia;27
HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;urgencia;guardia_del_dia;20746
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;medicina;curieterapia;1155
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;medicina;alta_energia;2093
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;medicina;clinica_medica;874
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;medicina;clinica_oncologica;13340
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;medicina;clinica_oncologica_vesp;1837
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;medicina;medicina_nuclear;2
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;medicina;cuidados_paliativos;3562
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;medicina;consultorio_de_orientacion;2214
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;medicina;hematologia;5025
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;medicina;infectologia;1223
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;medicina;dermatologia;3290
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;medicina;cardiologia;2564
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;medicina;endocrinologia;881
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;medicina;nutricion_y_diabetes;3040
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;medicina;gastroenterologia_y_hepatologia_g_trabajo;980
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;medicina;neumonologia;1022
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;medicina;tabaquismo;268
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;cirugia;cirugia_general;1214
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;cirugia;cirugia_plastica;1270
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;cirugia;proctologia_g_trabajo;520
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;cirugia;ginecologia;8022
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;cirugia;cirugia_maxilo_facial;3234
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;cirugia;patologia_mamaria;6229
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;cirugia;urologia;2408
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;cirugia;ortopedia_y_traumatologia;1499
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;cirugia;cirugia_toracica;1241
HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;2019;sin_especificar;estomatologia;1598
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;medicina;clinica_medica;13963
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;medicina;clinica_medica_vesp;149
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;medicina;infectologia_g_de_trabajo;7234
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;medicina;neurologia;5277
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;medicina;cardiologia;13023
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;medicina;hemodinamia;1819
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;medicina;dermatologia;13545
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;medicina;gastroenterologia_vesp;8021
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;medicina;inmunologia;4402
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;medicina;nutricion;8650
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;medicina;reumatologia;5588
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;medicina;alergia;5510
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;medicina;hematologia;20280
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;medicina;geriatria;2559
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;medicina;neumotisiologia;4655
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;medicina;nefrologia;12788
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;medicina;oncologia;8928
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;medicina;endocrinologia;8358
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;medicina;reproduccion_humana_g_de_trabajo;2648
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;medicina;tiroides_g_de_trabajo;7855
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;medicina;cesacion_tabaquica;4
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;cirugia;cirugia_general;3331
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;cirugia;cirugia_general_vesp;1030
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;cirugia;cirugia_toracica_g_de_trabajo;71
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;cirugia;urologia;10287
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;cirugia;ortopedia_y_traumatologia;6946
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;cirugia;oftalmologia;8973
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;cirugia;otorrinolaringologia;10381
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;cirugia;vascular_periferico;1568
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;cirugia;cirugia_plastica;1298
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;pediatria;pediatria;22928
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;pediatria;pediatria_vesp;285
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;pediatria;aprendizaje_y_desarrollo_g_de_trabajo;1133
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;pediatria;cirugia;92
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;pediatria;adolescencia;3971
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;pediatria;adolescencia_vesp;90
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;pediatria;seguimiento_recien_nacido_prematuro;34
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;tocoginecologia;tocoginecologia;29121
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;tocoginecologia;tocoginecologia_vesp;582
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;tocoginecologia;climaterio_g_de_trabajo;81
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;tocoginecologia;patologia_mamaria_g_de_trabajo;156
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;tocoginecologia;patologia_cervical_g_de_trabajo;119
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;urgencia;guardia_del_dia;58445
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;urgencia;guardia_del_dia_ninos;19805
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;promocion_y_proteccion;promocion_y_proteccion;3145
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;promocion_y_proteccion;profilaxis_rabia_humana;7540
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;areas;area_salud_escolar;12802
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;areas;area_salud_comunitaria;5055
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;areas;area_epidemiologia;1753
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;areas;area_inmunizaciones;356
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;plan_medico_de_cabecera;medico_de_cabecera_clinica_medica;6079
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;plan_medico_de_cabecera;medico_de_cabecera_pediatria;2165
HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;2019;plan_medico_de_cabecera;medico_de_cabecera_tocoginecologia;2532
HOSPITAL GENERAL DE NI¥OS PEDRO DE ELIZALDE;2019;medicina;pediatria;47901
HOSPITAL GENERAL DE NI¥OS PEDRO DE ELIZALDE;2019;medicina;pediatria_vesp;24721
HOSPITAL GENERAL DE NI¥OS PEDRO DE ELIZALDE;2019;medicina;neurologia_vesp;2863
HOSPITAL GENERAL DE NI¥OS PEDRO DE ELIZALDE;2019;medicina;nutricion_y_diabetes_vesp;2608
HOSPITAL GENERAL DE NI¥OS PEDRO DE ELIZALDE;2019;medicina;alergia;5898
HOSPITAL GENERAL DE NI¥OS PEDRO DE ELIZALDE;2019;medicina;pediatria_ambiental;140
HOSPITAL GENERAL DE NI¥OS PEDRO DE ELIZALDE;2019;medicina;pediatria_mediano_riesgo;2286
HOSPITAL GENERAL DE NI¥OS PEDRO DE ELIZALDE;2019;medicina;cuidados_paliativos;3227
HOSPITAL GENERAL DE NI¥OS PEDRO DE ELIZALDE;2019;medicina;inmunologia_vesp;175
HOSPITAL GENERAL DE NI¥OS PEDRO DE ELIZALDE;2019;medicina;inmunologia;8106
HOSPITAL GENERAL DE NI¥OS PEDRO DE ELIZALDE;2019;medicina;adolescencia_vesp;1450
HOSPITAL GENERAL DE NI¥OS PEDRO DE ELIZALDE;2019;medicina;adolescencia;11034
HOSPITAL GENERAL DE NI¥OS PEDRO DE ELIZALDE;2019;medicina;nino_maltratado;3798
HOSPITAL GENERAL DE NI¥OS PEDRO DE ELIZALDE;2019;medicina;cardiologia;17691
HOSPITAL GENERAL DE NI¥OS PEDRO DE ELIZALDE;2019;medicina;infecciosas;11556
HOSPITAL GENERAL DE NI¥OS PEDRO DE ELIZALDE;2019;medicina;endocrinologia_vesp;3985
HOSPITAL GENERAL DE NI¥OS PEDRO DE ELIZALDE;2019;medicina;dermatologia_vesp;2145
HOSPITAL GENERAL DE NI¥OS PEDRO DE ELIZALDE;2019;medicina;dermatologia;9659
HOSPITAL GENERAL DE NI¥OS PEDRO DE ELIZALDE;2019;medicina;endocrinologia;2754
HOSPITAL GENERAL DE NI¥OS PEDRO DE ELIZALDE;2019;medicina;neurologia;11905
HOSPITAL GENERAL DE NI¥OS PEDRO DE ELIZALDE;2019;medicina;genetica;2823
